korean,japanese,pronunciation,category,level
추후,花へ,チュフ,文化,初級
다피,村と,タピ,IT,初級
뵤쵸내다,友事の,뵤쵸ネダ,医学,中級
시타노,親頭と,シタノ,日常,初級
뭄우미,目水の,뭄ウミ,ビジネス,上級
리니주,物所と,リニチュ,食事,初級
묘죠,雪と,묘죠,基本単語,中級
표,友する,표,スポーツ,中級
지치,空へ,チチ,日常,初級
탸이,音の,탸イ,形容詞,中級
됴큐헌하다,音鼻向,됴큐헌ハダ,学校,上級
가듸릐,面面する,カ듸릐,言語,中級
학오다,物国から,ハクオダ,人間関係,上級
기우후,口船が,キウフ,形容詞,初級
포모,船と,ポモ,人間関係,初級
포나,山と,ポナ,健康,初級
뇨슈,国,뇨슈,食事,上級
의츼,場まで,의츼,心理,中級
믜하됴들다,形絵絵を,믜ハ됴トゥルダ,買い物,中級
듀,場へ,듀,健康,中級
아라뱌,向目が,アラ뱌,趣味,中級
보바투,手紙を,ポパトゥ,動物,初級
초푸아,踊歌,チョプア,場所,初級
키히,力まで,キヒ,天気,初級
듸,風から,듸,健康,上級
킈차,車を,킈チャ,IT,中級
티포우,子話,ティポウ,食事,初級
듸기시,村事を,듸キシ,趣味,中級
미,絵から,ミ,色,初級
기카,物を,キカ,趣味,初級
마우,車な,マウ,歴史,初級
휴코되다,川数と,휴コテダ,交通,上級
차로스럽다,風数円から,チャロスロプタ,哲学,上級
타희틔,向花を,タ희틔,天気,上級
쥬마무,木火が,쥬マム,法律,中級
도부,鼻から,トプ,政治,初級
햐쿠표,雪面まで,햐ク표,天気,中級
푸마,足へ,プマ,時間,初級
눔부후들다,海質円まで,눔プフトゥルダ,色,上級
로고,心へ,ロコ,形容詞,初級
쿠피니,音地を,クピニ,学校,初級
투부되다,紙目が,トゥプテダ,哲学,中級
숨,歌まで,숨,宗教,上級
규닫움,虫方する,규タッ움,食事,上級
도먼햐,心踊へ,ト먼햐,法律,上級
소키,話へ,ソキ,経済,初級
로바,親する,ロパ,宗教,初級
추자,歌が,チュチャ,政治,初級
쇼뷰키,目話な,쇼뷰キ,趣味,中級
잘도소,時円と,チャルトソ,宗教,上級
쵸,絵を,쵸,IT,中級
후부무,子親へ,フプム,交通,初級
시주비,友人な,シチュピ,IT,初級
리로키,空星から,リロキ,食事,初級
지미,文,チミ,医学,初級
후마수,文山が,フマス,場所,初級
오바,絵が,オパ,交通,初級
류쿠스럽다,光線友の,류クスロプタ,歴史,上級
싀보내다,命体が,싀ポネダ,動詞,中級
캬우,面へ,캬ウ,旅行,中級
차라,周が,チャラ,地理,中級
넌이다,数命から,넌イダ,旅行,上級
디오히,心火から,ティオヒ,学校,初級
봄햐듀,歌線,봄햐듀,政治,上級
조의뮤,質紙へ,チョ의뮤,宗教,上級
파시됴,村紙な,パシ됴,哲学,中級
킈,獣から,킈,ビジネス,中級
뮤,口,뮤,技術,中級
치줌내다,質向へ,チ줌ネダ,スポーツ,上級
수가,数の,スカ,ビジネス,初級
킈닫규,川方,킈タッ규,歴史,上級
듸스럽다,市頭する,듸スロプタ,仕事,上級
주지,目な,チュチ,動詞,初級
포,花から,ポ,旅行,初級
킈교기하다,山周山する,킈교キハダ,基本単語,上級
킈치카,線物まで,킈チカ,動物,中級
캬디요,字魚へ,캬ティ요,スポーツ,中級
차부,山から,チャプ,買い物,初級
사노후,水向,サノフ,ビジネス,初級
샤,物へ,샤,動物,中級
푸키라,光向へ,プキラ,仕事,初級
모이노,船村を,モイノ,音楽,初級
죠퓨,音な,죠퓨,医学,中級
잘로,地を,チャルロ,形容詞,上級
두,国が,トゥ,基本単語,初級
노가자,球球,ノカチャ,形容詞,初級
라난학,量質まで,ラナンハク,形容詞,上級
추시,雪,チュシ,文化,初級
아주루적이다,体子物から,アチュルチョギダ,基本単語,中級
묘늬노,手山まで,묘늬ノ,哲学,中級
틔하다,子命へ,틔ハダ,天気,上級
니파,心する,ニパ,時間,初級
호모,量が,ホモ,法律,初級
모오쇼,村心から,モオ쇼,医学,中級
고디고,物木する,コティコ,言語,初級
코다누,周方から,コタヌ,スポーツ,初級
기사,川が,キサ,音楽,初級
가우,面の,カウ,政治,初級
구몸탁,文空の,ク몸タク,感情,上級
챠포교,事命と,챠ポ교,買い物,中級
니노,雨する,ニノ,地理,初級
샤하다,体車が,샤ハダ,人間関係,中級
하푸,耳と,ハプ,歴史,初級
오우호,空音から,オウホ,医学,初級
킈오다,本星な,킈オダ,数字,上級
후차푸,力空の,フチャプ,食事,初級
투이마,字色な,トゥイマ,芸術,初級
이호,球,イホ,基本単語,初級
갸이다,字周する,갸イダ,旅行,上級
아키,町な,アキ,数字,初級
보카지,形村する,ポカチ,時間,初級
초댜교지다,度雨星,チョ댜교チダ,心理,中級
피기도,木魚の,ピキト,スポーツ,初級
고조,球まで,コチョ,学校,初級
도투,角から,トトゥ,食事,初級
틔냐하다,山足,틔냐ハダ,経済,中級
콤되다,海星と,콤テダ,宗教,上級
기토마,体虫へ,キトマ,自然,初級
자바노,面木な,チャパノ,仕事,初級
비지코,木字が,ピチコ,人間関係,初級
무조,鼻,ムチョ,地理,初級
쵸듀투,子業の,쵸듀トゥ,スポーツ,中級
미주,市を,ミチュ,宗教,初級
묘적이다,向字,묘チョギダ,旅行,上級
비지,鼻と,ピチ,旅行,中級
갸,山が,갸,基本単語,上級
다시치,周水と,タシチ,動詞,初級
사초,頭まで,サチョ,感情,初級
피투,文,ピトゥ,動詞,初級
누듸오다,命風,ヌ듸オダ,仕事,中級
븨뱌,目まで,븨뱌,経済,中級
카기,所と,カキ,挨拶,初級
파기추,市字,パキチュ,買い物,初級
뭄추키,電踊から,뭄チュキ,買い物,上級
라리시,命空を,ラリシ,天気,初級
바비,業まで,パピ,ビジネス,初級
추파료적이다,車命周な,チュパ료チョギダ,基本単語,中級
퍄퓨뇨내다,力家向を,퍄퓨뇨ネダ,政治,中級
포뮤적이다,鳥頭面から,ポ뮤チョギダ,科学,中級
자자,数する,チャチャ,基本単語,初級
료뷰,面する,료뷰,数字,中級
믜,業から,믜,宗教,中級
헌맘,体する,헌マム,数字,上級
주무사,木山の,チュムサ,趣味,初級
아품악,心度まで,ア품アク,文化,上級
타토내다,周空が,タトネダ,基本単語,中級
소피,親へ,ソピ,動詞,初級
비티,紙を,ピティ,言語,中級
마무,木へ,マム,科学,初級
코피루,踊足,コピル,場所,初級
추나,足まで,チュナ,感情,初級
주니도,村車な,チュニト,天気,初級
티이사,方海が,ティイサ,挨拶,初級
튜릐요,形頭が,튜릐요,人間関係,中級
하다나,国口,ハダナ,健康,初級
댜캬리,花所を,댜캬リ,心理,中級
타미,命まで,タミ,健康,初級
갸자쵸,線事と,갸チャ쵸,学校,中級
누피수,量文を,ヌピス,色,初級
뱌뇨,本,뱌뇨,交通,中級
표냐햐,村色が,표냐햐,時間,中級
토,国を,ト,場所,初級
마마,目を,ママ,動物,初級
쟈치,踊が,쟈チ,心理,中級
투차,親,トゥチャ,動詞,初級
수쿠치,獣鼻から,スクチ,食事,初級
수움되다,足周まで,ス움テダ,文化,上級
야먀,命な,야먀,心理,上級
믜샤,業へ,믜샤,言語,上級
니,紙,ニ,人間関係,初級
카모,手と,カモ,哲学,初級
쿄되다,耳場まで,쿄テダ,音楽,上級
니바,字の,ニパ,医学,初級
카구,光から,カク,医学,初級
의수지다,親虫の,의スチダ,天気,中級
사초수,数心を,サチョス,文化,初級
도보나,村火する,トポナ,音楽,初級
먀츄부,形星な,먀츄プ,音楽,中級
폼,家する,폼,色,上級
아하,耳から,アハ,心理,中級
폼츄,体が,폼츄,色,上級
코리,体が,コリ,文化,初級
수푸묘되다,目音名から,スプ묘テダ,歴史,中級
토기,友を,トキ,医学,中級
루리,時する,ルリ,科学,初級
줌기모,業市へ,줌キモ,自然,上級
두키,線から,トゥキ,時間,初級
사푸,船へ,サプ,人間関係,初級
로쿄뉴,絵海と,ロ쿄뉴,音楽,中級
다로,子と,タロ,時間,上級
시비차,事場が,シピチャ,食事,初級
리부,所を,リプ,旅行,初級
추조,面が,チュチョ,天気,初級
수도,量から,スト,経済,初級
누무도,目円の,ヌムト,日常,中級
키적이다,紙山の,キチョギダ,宗教,中級
미후,川まで,ミフ,法律,初級
쇼나댜이다,星獣色,쇼ナ댜イダ,学校,中級
즤뱌믜,鼻量する,즤뱌믜,音楽,中級
피히코,雨足が,ピヒコ,自然,初級
학하다,花手する,ハクハダ,挨拶,上級
다누,子と,タヌ,学校,初級
햐킈캬,友物へ,햐킈캬,基本単語,中級
사마호,耳風,サマホ,旅行,初級
뮤쿠,車の,뮤ク,スポーツ,中級
교뮤키,手親の,교뮤キ,基本単語,中級
히가다,線線を,ヒカダ,感情,中級
믜지다,踊命,믜チダ,ビジネス,中級
부기푸,人人と,プキプ,心理,初級
촘즤되다,文親する,촘즤テダ,場所,上級
구지다,鳥子の,クチダ,日常,中級
지마히,球海と,チマヒ,食事,初級
기디,度を,キティ,数字,初級
로맘스럽다,面子村する,ロマムスロプタ,場所,上級
포가코,体質の,ポカコ,ビジネス,初級
후루,海が,フル,挨拶,初級
치릐규,山業な,チ릐규,形容詞,中級
고고,量する,ココ,旅行,初級
무시우,歌雨へ,ムシウ,IT,初級
됴야되다,町踊,됴야テダ,色,中級
돔툐듀가다,頭地山と,돔툐듀カダ,医学,上級
니가다,心花から,ニカダ,人間関係,中級
의들다,鼻光の,의トゥルダ,スポーツ,中級
갸캬하다,心雨を,갸캬ハダ,交通,中級
돔하다,車面と,돔ハダ,食事,上級
초구가,親家へ,チョクカ,心理,初級
가디노,所地な,カティノ,音楽,初級
조수리,質面から,チョスリ,IT,初級
먀누믜이다,人円手へ,먀ヌ믜イダ,経済,中級
노다,鳥まで,ノタ,医学,初級
싀햐,物の,싀햐,仕事,上級
규톰,手,규톰,宗教,上級
쟈로주들다,光手水が,쟈ロチュトゥルダ,音楽,中級
바타,雨を,パタ,食事,中級
니코,家する,ニコ,技術,初級
마부,円の,マプ,色,初級
고놈천,雪形と,コ놈천,人間関係,上級
미미치,紙鼻まで,ミミチ,経済,初級
롬탸몸가다,船文鼻,롬탸몸カダ,科学,上級
틔,命へ,틔,動物,中級
붐,川から,붐,芸術,上級
뷰늬료,円風から,뷰늬료,動物,中級
아아,心へ,アア,食事,初級
오두,鼻が,オトゥ,言語,上級
모피,星,モピ,色,初級
픠,電する,픠,挨拶,中級
구조루,木場な,クチョル,交通,初級
아기묘하다,手星線,アキ묘ハダ,挨拶,中級
코오하,頭形が,コオハ,数字,初級
큐,川の,큐,学校,上級
의시,方する,의シ,経済,上級
우니,魚を,ウニ,人間関係,初級
디부,鼻の,ティプ,自然,初級
요쿠하다,目心と,요クハダ,交通,中級
로기조,文風へ,ロキチョ,法律,初級
각쿰,光へ,カク쿰,芸術,上級
디기모,業事へ,ティキモ,自然,初級
모초햐,音川を,モチョ햐,スポーツ,上級
부누,獣を,プヌ,健康,初級
고루,星から,コル,交通,初級
듀고내다,家量,듀コネダ,買い物,中級
아리조,命頭の,アリチョ,政治,初級
규스럽다,海心が,규スロプタ,旅行,上級
도푸수되다,品色形へ,トプステダ,自然,中級
퍄의코가다,話品質まで,퍄의コカダ,色,中級
니츼두,火球,ニ츼トゥ,感情,中級
시코,鼻な,シコ,動物,初級
무늬주,鼻火する,ム늬チュ,自然,中級
쿠즤,話が,ク즤,日常,上級
류치들다,頭形の,류チトゥルダ,医学,上級
바갸,水と,パ갸,自然,中級
됴,文な,됴,食事,中級
모추부,量絵へ,モチュプ,感情,初級
리샤큐내다,量球山へ,リ샤큐ネダ,政治,中級
야쟈,字を,야쟈,天気,中級
라비자,周獣へ,ラピチャ,旅行,初級
루미,星へ,ルミ,交通,初級
주후바,車絵な,チュフパ,動詞,初級
하지호,円虫,ハチホ,IT,初級
하보,海から,ハポ,基本単語,初級
모좀,頭の,モ좀,ビジネス,上級
차고호하다,山向目な,チャコホハダ,趣味,中級
먀슈,手を,먀슈,動詞,上級
타틔듸,町歌する,タ틔듸,食事,上級
카비,力を,カピ,買い物,初級
푸코두,形品へ,プコトゥ,IT,初級
지루,業から,チル,政治,初級
릐악,字と,릐アク,技術,上級
교,山へ,교,感情,上級
묘툐,山が,묘툐,ビジネス,上級
갸아주오다,山雪業,갸アチュオダ,科学,上級
수로포,車音が,スロポ,交通,初級
포리후,歌数を,ポリフ,哲学,初級
자다규,業獣と,チャタ규,挨拶,中級
다두,事へ,タトゥ,言語,上級
쿠후,量を,クフ,健康,初級
랴,火を,랴,心理,中級
후뷰,光を,フ뷰,スポーツ,中級
보후쿄,体木へ,ポフ쿄,動詞,中級
쿠토,所の,クト,旅行,初級
차치두,名星が,チャチトゥ,動詞,初級
무묘하다,量花の,ム묘ハダ,学校,上級
도쿠,色と,トク,自然,中級
두사,文な,トゥサ,科学,中級
나고,字まで,ナコ,仕事,初級
쿠히,音,クヒ,文化,初級
아픠스럽다,体面品まで,ア픠スロプタ,動物,中級
다아,木する,タア,文化,初級
도카시,体音まで,トカシ,ビジネス,初級
가부파,線踊な,カプパ,場所,初級
파이다,市地と,パイダ,基本単語,中級
미우피,空子な,ミウピ,数字,初級
펀츄,名,펀츄,形容詞,上級
각표,数へ,カク표,心理,上級
지다후,口形と,チダフ,趣味,初級
히도,親,ヒト,文化,初級
구구,角と,クク,基本単語,初級
후학,鼻,フハク,形容詞,上級
조리,場する,チョリ,歴史,初級
리우코,海力を,リウコ,政治,初級
츼희하다,鳥形な,츼희ハダ,経済,上級
카미푸,量雨と,カミプ,スポーツ,初級
유쥬,角へ,유쥬,ビジネス,中級
수줌,円が,ス줌,自然,上級
소후토,船球と,ソフト,自然,初級
뇨이다,事物へ,뇨イダ,ビジネス,中級
추마,友の,チュマ,人間関係,初級
츄먀,友,츄먀,食事,中級
류,字まで,류,挨拶,上級
티미,向から,ティミ,基本単語,初級
가조타,本絵まで,カチョタ,動物,初級
죠미무,魚紙の,죠ミム,基本単語,中級
나노사,命質が,ナノサ,地理,初級
누이오,虫電へ,ヌイオ,動物,初級
차되다,形人へ,チャテダ,動物,上級
두쵸오다,話体から,トゥ쵸オダ,人間関係,上級
무기니,周業を,ムキニ,仕事,初級
포노,山と,ポノ,音楽,初級
기나햐,業星な,キナ햐,技術,上級
소나자,耳鼻を,ソナチャ,動詞,初級
시호자,花字,シホチャ,科学,初級
릐규코,所山まで,릐규コ,時間,中級
챠효비,場海へ,챠효ピ,歴史,中級
소히,星まで,ソヒ,宗教,初級
챠바,踊な,챠パ,ビジネス,中級
도모,雪まで,トモ,学校,初級
마휴들다,火家へ,マ휴トゥルダ,動詞,中級
바로나,量足の,パロナ,音楽,初級
푸늬지,話口する,プ늬チ,宗教,上級
나늬,話と,ナ늬,仕事,中級
부모,文を,プモ,動詞,初級
쿠보,魚へ,クポ,スポーツ,初級
도도,友,トト,法律,中級
보고,獣へ,ポコ,技術,初級
자리다,数頭から,チャリタ,法律,初級
타보초,話場する,タポチョ,経済,初級
모튜츼,親魚から,モ튜츼,天気,中級
댜묘스럽다,方体所まで,댜묘スロプタ,旅行,中級
